broad_id,Compound,Compound_Category,target,Metadata_pert_id_dose,Metadata_mmoles_per_liter
BRD-K07237224,moclobemide,monoamine oxidase inhibitor,MAOA|MAOB,BRD-K07237224_1.11,1.1111
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_10.0,10.0
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_3.33,3.3333
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_1.11,1.1111
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_10.0,10.0
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_3.33,3.3333
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_1.11,1.1111
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_10.0,10.0
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_3.33,3.3333
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_1.11,1.1111
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_10.0,10.0
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_3.33,3.3333
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_10.0,10.0
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_3.33,3.3333
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_1.11,1.1111
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_10.0,10.0
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_3.33,3.3333
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_1.11,1.1111
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_10.0,10.0
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_3.33,3.3333
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_1.11,1.1111
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_10.0,10.0
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_3.33,3.3333
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_1.11,1.1111
BRD-A03506276,XL888,HSP inhibitor,,BRD-A03506276_10.0,10.0
BRD-A03506276,XL888,HSP inhibitor,,BRD-A03506276_3.33,3.3333
BRD-A03506276,XL888,HSP inhibitor,,BRD-A03506276_1.11,1.1111
BRD-A03623303,metoprolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A03623303_10.0,10.0
BRD-A03623303,metoprolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A03623303_3.33,3.3333
BRD-A03623303,metoprolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A03623303_1.11,1.1111
BRD-K04112579,nepafenac,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K04112579_10.0,10.0
BRD-K04112579,nepafenac,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K04112579_3.33,3.3333
BRD-K04112579,nepafenac,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K04112579_1.11,1.1111
BRD-K04111260,raclopride,dopamine receptor antagonist,DRD2|DRD3|HTR1A,BRD-K04111260_10.0,10.0
BRD-K04111260,raclopride,dopamine receptor antagonist,DRD2|DRD3|HTR1A,BRD-K04111260_3.33,3.3333
BRD-K04111260,raclopride,dopamine receptor antagonist,DRD2|DRD3|HTR1A,BRD-K04111260_1.11,1.1111
BRD-K04264130,favipiravir,RNA polymerase inhibitor,,BRD-K04264130_10.0,10.0
BRD-K04264130,favipiravir,RNA polymerase inhibitor,,BRD-K04264130_3.33,3.3333
BRD-K04264130,favipiravir,RNA polymerase inhibitor,,BRD-K04264130_1.11,1.1111
BRD-A04352665,maraviroc,CC chemokine receptor antagonist,CCR5,BRD-A04352665_10.0,10.0
BRD-A04352665,maraviroc,CC chemokine receptor antagonist,CCR5,BRD-A04352665_3.33,3.3333
BRD-A04352665,maraviroc,CC chemokine receptor antagonist,CCR5,BRD-A04352665_1.11,1.1111
BRD-K04804440,ciprofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K04804440_10.0,10.0
BRD-K04804440,ciprofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K04804440_3.33,3.3333
BRD-K04804440,ciprofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K04804440_1.11,1.1111
BRD-A04553218,chlorphenamine,histamine receptor antagonist,,BRD-A04553218_10.0,10.0
BRD-A04553218,chlorphenamine,histamine receptor antagonist,,BRD-A04553218_3.33,3.3333
BRD-A04553218,chlorphenamine,histamine receptor antagonist,,BRD-A04553218_1.11,1.1111
BRD-K04704168,clemizole,HCV inhibitor,,BRD-K04704168_10.0,10.0
BRD-K04704168,clemizole,HCV inhibitor,,BRD-K04704168_3.33,3.3333
BRD-K04704168,clemizole,HCV inhibitor,,BRD-K04704168_1.11,1.1111
BRD-K04956647,nebivolol,adrenergic receptor antagonist,ADRB1,BRD-K04956647_10.0,10.0
BRD-K04956647,nebivolol,adrenergic receptor antagonist,ADRB1,BRD-K04956647_3.33,3.3333
BRD-K04956647,nebivolol,adrenergic receptor antagonist,ADRB1,BRD-K04956647_1.11,1.1111
BRD-K05104363,PD-184352,MEK inhibitor,MAP2K1|MAP3K1|MAP3K2,BRD-K05104363_10.0,10.0
BRD-K05104363,PD-184352,MEK inhibitor,MAP2K1|MAP3K1|MAP3K2,BRD-K05104363_3.33,3.3333
BRD-K05104363,PD-184352,MEK inhibitor,MAP2K1|MAP3K1|MAP3K2,BRD-K05104363_1.11,1.1111
BRD-K05446112,ledipasvir,HCV inhibitor,,BRD-K05446112_10.0,10.0
BRD-K05446112,ledipasvir,HCV inhibitor,,BRD-K05446112_3.33,3.3333
BRD-K05446112,ledipasvir,HCV inhibitor,,BRD-K05446112_1.11,1.1111
BRD-K05395900,nicotine,acetylcholine receptor agonist,CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,BRD-K05395900_10.0,10.0
BRD-K05395900,nicotine,acetylcholine receptor agonist,CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,BRD-K05395900_3.33,3.3333
BRD-K05395900,nicotine,acetylcholine receptor agonist,CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,BRD-K05395900_1.11,1.1111
BRD-K05524748,dronedarone,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|KCNA5|KCNH2|KCNK2|SCN1A,BRD-K05524748_10.0,10.0
BRD-K05524748,dronedarone,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|KCNA5|KCNH2|KCNK2|SCN1A,BRD-K05524748_3.33,3.3333
BRD-K05524748,dronedarone,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|KCNA5|KCNH2|KCNK2|SCN1A,BRD-K05524748_1.11,1.1111
BRD-K05674516,PSI-7976,HCV inhibitor,,BRD-K05674516_10.0,10.0
BRD-K05674516,PSI-7976,HCV inhibitor,,BRD-K05674516_3.33,3.3333
BRD-K05674516,PSI-7976,HCV inhibitor,,BRD-K05674516_1.11,1.1111
BRD-K05977355,fluconazole,sterol demethylase inhibitor,CYP51A1,BRD-K05977355_10.0,10.0
BRD-K05977355,fluconazole,sterol demethylase inhibitor,CYP51A1,BRD-K05977355_3.33,3.3333
BRD-K05977355,fluconazole,sterol demethylase inhibitor,CYP51A1,BRD-K05977355_1.11,1.1111
BRD-K05673000,dicloxacillin,bacterial cell wall synthesis inhibitor,,BRD-K05673000_10.0,10.0
BRD-K05673000,dicloxacillin,bacterial cell wall synthesis inhibitor,,BRD-K05673000_3.33,3.3333
BRD-K05673000,dicloxacillin,bacterial cell wall synthesis inhibitor,,BRD-K05673000_1.11,1.1111
BRD-A05821830,docetaxel,tubulin polymerization inhibitor,BCL2|MAP2|MAP4|MAPT|NR1I2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8,BRD-A05821830_10.0,10.0
BRD-A05821830,docetaxel,tubulin polymerization inhibitor,BCL2|MAP2|MAP4|MAPT|NR1I2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8,BRD-A05821830_3.33,3.3333
BRD-A05821830,docetaxel,tubulin polymerization inhibitor,BCL2|MAP2|MAP4|MAPT|NR1I2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8,BRD-A05821830_1.11,1.1111
BRD-K06388322,pramipexole,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,BRD-K06388322_10.0,10.0
BRD-K06388322,pramipexole,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,BRD-K06388322_3.33,3.3333
BRD-K06388322,pramipexole,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,BRD-K06388322_1.11,1.1111
BRD-K06762493,isbufylline,phosphodiesterase inhibitor,,BRD-K06762493_10.0,10.0
BRD-K06762493,isbufylline,phosphodiesterase inhibitor,,BRD-K06762493_3.33,3.3333
BRD-K06762493,isbufylline,phosphodiesterase inhibitor,,BRD-K06762493_1.11,1.1111
BRD-K06335600,tizanidine,adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C|NISCH,BRD-K06335600_10.0,10.0
BRD-K06335600,tizanidine,adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C|NISCH,BRD-K06335600_3.33,3.3333
BRD-K06335600,tizanidine,adrenergic receptor agonist,ADRA2A|ADRA2B|ADRA2C|NISCH,BRD-K06335600_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K06900071,tebipenem,bacterial cell wall synthesis inhibitor,CNR1,BRD-K06900071_10.0,10.0
BRD-K06900071,tebipenem,bacterial cell wall synthesis inhibitor,CNR1,BRD-K06900071_3.33,3.3333
BRD-K06900071,tebipenem,bacterial cell wall synthesis inhibitor,CNR1,BRD-K06900071_1.11,1.1111
BRD-K07160047,fiacitabine,DNA synthesis inhibitor,,BRD-K07160047_10.0,10.0
BRD-K07160047,fiacitabine,DNA synthesis inhibitor,,BRD-K07160047_3.33,3.3333
BRD-K07160047,fiacitabine,DNA synthesis inhibitor,,BRD-K07160047_1.11,1.1111
BRD-K07237224,moclobemide,monoamine oxidase inhibitor,MAOA|MAOB,BRD-K07237224_10.0,10.0
BRD-K07237224,moclobemide,monoamine oxidase inhibitor,MAOA|MAOB,BRD-K07237224_3.33,3.3333
BRD-K07237224,moclobemide,monoamine oxidase inhibitor,MAOA|MAOB,BRD-K07237224_1.11,1.1111
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_10.0,10.0
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_3.33,3.3333
BRD-A07395371,esmolol,adrenergic receptor antagonist,ADRB1,BRD-A07395371_1.11,1.1111
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_10.0,10.0
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_3.33,3.3333
BRD-A07563059,bopindolol,adrenergic receptor antagonist,,BRD-A07563059_1.11,1.1111
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_10.0,10.0
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_3.33,3.3333
BRD-K07220430,cinnarazine,calcium channel blocker,,BRD-K07220430_1.11,1.1111
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_10.0,10.0
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_3.33,3.3333
BRD-A07440155,labetalol,adrenergic receptor antagonist,ADRA1D|ADRB1|ADRB2,BRD-A07440155_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_10.0,10.0
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_3.33,3.3333
BRD-K07691486,roscovitine,CDK inhibitor,CDK2|CDK9,BRD-K07691486_1.11,1.1111
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_10.0,10.0
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_3.33,3.3333
BRD-A07704283,isofloxythepin,dopamine receptor antagonist,,BRD-A07704283_1.11,1.1111
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_10.0,10.0
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_3.33,3.3333
BRD-K07798980,PSI-6130,RNA polymerase inhibitor,,BRD-K07798980_1.11,1.1111
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_10.0,10.0
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_3.33,3.3333
BRD-A33280134,etoposide,topoisomerase inhibitor,TOP2A|TOP2B,BRD-A33280134_1.11,1.1111
BRD-K08252256,diclofenac,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,BRD-K08252256_10.0,10.0
BRD-K08252256,diclofenac,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,BRD-K08252256_3.33,3.3333
BRD-K08252256,diclofenac,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,BRD-K08252256_1.11,1.1111
BRD-K08547377,irinotecan,topoisomerase inhibitor,TOP1|TOP1MT,BRD-K08547377_10.0,10.0
BRD-K08547377,irinotecan,topoisomerase inhibitor,TOP1|TOP1MT,BRD-K08547377_3.33,3.3333
BRD-K08547377,irinotecan,topoisomerase inhibitor,TOP1|TOP1MT,BRD-K08547377_1.11,1.1111
BRD-K08703257,3-amino-benzamide,PARP inhibitor,PARP1,BRD-K08703257_10.0,10.0
BRD-K08703257,3-amino-benzamide,PARP inhibitor,PARP1,BRD-K08703257_3.33,3.3333
BRD-K08703257,3-amino-benzamide,PARP inhibitor,PARP1,BRD-K08703257_1.11,1.1111
BRD-K08799216,pelitinib,EGFR inhibitor,EGFR,BRD-K08799216_10.0,10.0
BRD-K08799216,pelitinib,EGFR inhibitor,EGFR,BRD-K08799216_3.33,3.3333
BRD-K08799216,pelitinib,EGFR inhibitor,EGFR,BRD-K08799216_1.11,1.1111
BRD-K08924299,palonosetron,serotonin receptor antagonist,HTR3A,BRD-K08924299_10.0,10.0
BRD-K08924299,palonosetron,serotonin receptor antagonist,HTR3A,BRD-K08924299_3.33,3.3333
BRD-K08924299,palonosetron,serotonin receptor antagonist,HTR3A,BRD-K08924299_1.11,1.1111
BRD-K09078998,deforolimus,mTOR inhibitor,MTOR,BRD-K09078998_10.0,10.0
BRD-K09078998,deforolimus,mTOR inhibitor,MTOR,BRD-K09078998_3.33,3.3333
BRD-K09078998,deforolimus,mTOR inhibitor,MTOR,BRD-K09078998_1.11,1.1111
BRD-A09349126,norethindrone-acetate,progesterone receptor agonist,PGR,BRD-A09349126_10.0,10.0
BRD-A09349126,norethindrone-acetate,progesterone receptor agonist,PGR,BRD-A09349126_3.33,3.3333
BRD-A09349126,norethindrone-acetate,progesterone receptor agonist,PGR,BRD-A09349126_1.11,1.1111
BRD-K09426783,TAS-103,topoisomerase inhibitor,TOP1,BRD-K09426783_10.0,10.0
BRD-K09426783,TAS-103,topoisomerase inhibitor,TOP1,BRD-K09426783_3.33,3.3333
BRD-K09426783,TAS-103,topoisomerase inhibitor,TOP1,BRD-K09426783_1.11,1.1111
BRD-K09397065,SR-57227A,serotonin receptor agonist,HTR3A,BRD-K09397065_10.0,10.0
BRD-K09397065,SR-57227A,serotonin receptor agonist,HTR3A,BRD-K09397065_3.33,3.3333
BRD-K09397065,SR-57227A,serotonin receptor agonist,HTR3A,BRD-K09397065_1.11,1.1111
BRD-K09471561,levofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K09471561_10.0,10.0
BRD-K09471561,levofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K09471561_3.33,3.3333
BRD-K09471561,levofloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K09471561_1.11,1.1111
BRD-A09472452,flecainide,sodium channel blocker,KCNA5|KCNA7|SCN5A,BRD-A09472452_10.0,10.0
BRD-A09472452,flecainide,sodium channel blocker,KCNA5|KCNA7|SCN5A,BRD-A09472452_3.33,3.3333
BRD-A09472452,flecainide,sodium channel blocker,KCNA5|KCNA7|SCN5A,BRD-A09472452_1.11,1.1111
BRD-A09533288,verapamil,calcium channel blocker,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,BRD-A09533288_10.0,10.0
BRD-A09533288,verapamil,calcium channel blocker,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,BRD-A09533288_3.33,3.3333
BRD-A09533288,verapamil,calcium channel blocker,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,BRD-A09533288_1.11,1.1111
BRD-A10039652,tipranavir,HIV protease inhibitor,,BRD-A10039652_10.0,10.0
BRD-A10039652,tipranavir,HIV protease inhibitor,,BRD-A10039652_3.33,3.3333
BRD-A10039652,tipranavir,HIV protease inhibitor,,BRD-A10039652_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A10070317,propranolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A10070317_10.0,10.0
BRD-A10070317,propranolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A10070317_3.33,3.3333
BRD-A10070317,propranolol,adrenergic receptor antagonist,ADRB1|ADRB2,BRD-A10070317_1.11,1.1111
BRD-K10670311,sulfasalazine,cyclooxygenase inhibitor,ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1,BRD-K10670311_10.0,10.0
BRD-K10670311,sulfasalazine,cyclooxygenase inhibitor,ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1,BRD-K10670311_3.33,3.3333
BRD-K10670311,sulfasalazine,cyclooxygenase inhibitor,ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1,BRD-K10670311_1.11,1.1111
BRD-A10903566,imiloxan,adrenergic receptor antagonist,ADRA2A|ADRA2B,BRD-A10903566_10.0,10.0
BRD-A10903566,imiloxan,adrenergic receptor antagonist,ADRA2A|ADRA2B,BRD-A10903566_3.33,3.3333
BRD-A10903566,imiloxan,adrenergic receptor antagonist,ADRA2A|ADRA2B,BRD-A10903566_1.11,1.1111
BRD-A10967948,granisetron,serotonin receptor antagonist,HTR3A,BRD-A10967948_10.0,10.0
BRD-A10967948,granisetron,serotonin receptor antagonist,HTR3A,BRD-A10967948_3.33,3.3333
BRD-A10967948,granisetron,serotonin receptor antagonist,HTR3A,BRD-A10967948_1.11,1.1111
BRD-K11071038,ICI-162846,histamine receptor antagonist,HRH2,BRD-K11071038_10.0,10.0
BRD-K11071038,ICI-162846,histamine receptor antagonist,HRH2,BRD-K11071038_3.33,3.3333
BRD-K11071038,ICI-162846,histamine receptor antagonist,HRH2,BRD-K11071038_1.11,1.1111
BRD-A10977446,carvedilol,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,BRD-A10977446_10.0,10.0
BRD-A10977446,carvedilol,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,BRD-A10977446_3.33,3.3333
BRD-A10977446,carvedilol,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,BRD-A10977446_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K11196887,norfloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K11196887_10.0,10.0
BRD-K11196887,norfloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K11196887_3.33,3.3333
BRD-K11196887,norfloxacin,bacterial DNA gyrase inhibitor,TOP2A,BRD-K11196887_1.11,1.1111
BRD-A11319535,beclomethasone-dipropionate,glucocorticoid receptor agonist,GPR97|NR3C1,BRD-A11319535_10.0,10.0
BRD-A11319535,beclomethasone-dipropionate,glucocorticoid receptor agonist,GPR97|NR3C1,BRD-A11319535_3.33,3.3333
BRD-A11319535,beclomethasone-dipropionate,glucocorticoid receptor agonist,GPR97|NR3C1,BRD-A11319535_1.11,1.1111
BRD-K11433652,aspirin,cyclooxygenase inhibitor,AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53,BRD-K11433652_10.0,10.0
BRD-K11433652,aspirin,cyclooxygenase inhibitor,AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53,BRD-K11433652_3.33,3.3333
BRD-K11433652,aspirin,cyclooxygenase inhibitor,AKR1C1|ASIC3|EDNRA|HSPA5|IKBKB|NFKB1|NFKB2|NFKBIA|PRKAA1|PRKAA2|PRKAB1|PRKAB2|PRKAG1|PRKAG2|PRKAG3|PTGS1|PTGS2|RPS6KA3|TP53,BRD-K11433652_1.11,1.1111
BRD-K11153516,iniparib,PARP inhibitor,PARP1,BRD-K11153516_10.0,10.0
BRD-K11153516,iniparib,PARP inhibitor,PARP1,BRD-K11153516_3.33,3.3333
BRD-K11153516,iniparib,PARP inhibitor,PARP1,BRD-K11153516_1.11,1.1111
BRD-K08252256,diclofenac,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,BRD-K08252256_10.0,10.0
BRD-K08252256,diclofenac,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,BRD-K08252256_3.33,3.3333
